capability_id,level,source_keys,why
EM-01,P3,dreyfus1980;grove1983-high-output-management,"Independently resolving underperformance through to a clear outcome is Grove's task-relevant-maturity judgment exercised without a backstop -- the Dreyfus competent band, where ambiguous, high-stakes cases are owned end to end."
EM-01,P4,grove1983-high-output-management;google-rework-oxygen,Defining accountability practices other managers adopt and coaching them through hard cases turns Grove's individual practice into a taught method -- the shift Project Oxygen found separates good managers from ones whose approach scales to others.
EM-01,P5,sfia9;google-rework-oxygen,"Setting the org's performance philosophy and anticipating systemic accountability gaps is SFIA's Initiate/Influence responsibility band -- authority over policy across the organization, not application of someone else's."
EM-01,P6,sfia9;grove1983-high-output-management,"Defining what fair, effective performance management means for the field is SFIA's Set-strategy/Inspire level; Grove's own book is a large part of why Silicon Valley performance practice looks the way it does -- a definition that shaped an industry's standard."
EM-02,P1,dreyfus1980;fournier2017,Supporting growth conversations under guidance is Dreyfus's novice band; Fournier's Manager's Path treats coaching as a skill a new manager must be taught before running it solo.
EM-02,P2,dreyfus1980;fournier2017,"Coaching direct reports on standard growth with normal review is the mentoring-adjacent competency Fournier describes as the first rung of the management path -- routine cases, still checked."
EM-02,P3,dreyfus1980;hewlett2013,"Independently sponsoring people into stretch roles is Hewlett's sponsorship act specifically -- putting one's own credibility on the line for someone else's advancement, distinct from mentoring -- requiring the Dreyfus competent band's autonomous judgment."
EM-02,P4,fournier2017;hewlett2013,"Defining career-development practices others adopt and unblocking the toughest growth cases is Fournier's senior-manager layer, where sponsorship becomes a repeatable organizational practice rather than one relationship."
EM-02,P5,sfia9;hewlett2013,Setting the org's talent-development strategy and anticipating future capability needs is SFIA's Initiate/Influence level applied to the sponsorship pipeline Hewlett describes at organizational scale.
EM-02,P6,sfia9;hewlett2013,"Being externally recognized for exemplary career sponsorship is SFIA's Set-strategy/Inspire level -- the practice becomes a model cited outside the org, the way Hewlett's own research became a field reference on sponsorship."
EM-03,P1,dreyfus1980;edmondson1999,"Running meetings where quieter members are heard under guidance is applying Edmondson's psychological-safety behaviors without yet owning the diagnosis -- Dreyfus's novice band, escalating rather than resolving."
EM-03,P2,tuckman1965;edmondson1999,"Creating safety on one's own team -- modeling fallibility, protecting dissent -- is Edmondson's team-level psychological-safety climate built independently, at the point in Tuckman's cycle where norms are actively forming."
EM-03,P3,edmondson1999;tuckman1965,"Sustaining safety through incidents and deadlines and repairing damaged trust is Edmondson's finding that psychological safety must survive pressure to enable real learning behavior -- the Dreyfus competent band, holding the climate up without external support."
EM-03,P4,edmondson1999;google-rework-aristotle,"Diagnosing and fixing systemic safety failures across teams, sought out by other leaders, extends Edmondson's construct beyond a single team -- the same factor Project Aristotle found was the single strongest predictor of effectiveness across Google's 180 teams."
EM-03,P5,sfia9;google-rework-aristotle,Setting the org's team-health bar and mechanisms so they're adopted org-wide is SFIA's Initiate/Influence level -- the Aristotle findings turned into a mandated practice rather than a discovered one.
EM-03,P6,sfia9;edmondson1999,"Shaping how the industry thinks about team health, with published practices others implement, is SFIA's Set-strategy/Inspire level -- Edmondson's own research is why 'psychological safety' is now the field's vocabulary for this."
EM-04,P1,dreyfus1980;katzenbach1993,Maintaining team charts and documenting structure under direction is Dreyfus's novice band -- recording Katzenbach & Smith's team-type distinctions without yet applying them.
EM-04,P2,dreyfus1980;katzenbach1993,"Designing a sound structure for one team with normal review is Katzenbach & Smith's 'real team' formation criteria (complementary skills, common purpose, mutual accountability) applied to a single unit, still checked."
EM-04,P3,skelton-pais2019;katzenbach1993,"Independently restructuring teams to fit changing work and resolving boundary conflicts is Team Topologies' dynamic reteaming applied without oversight -- the Dreyfus competent band, owning structural trade-offs end to end."
EM-04,P4,skelton-pais2019;nadler-tushman1997,"Defining org-design approaches others adopt and reshaping the most tangled structures is Team Topologies' team-interaction patterns codified into a playbook others follow -- Nadler & Tushman's architecture-as-lever applied across multiple teams, not one."
EM-04,P5,sfia9;nadler-tushman1997,Setting org-structuring strategy and anticipating scaling inflection points is Nadler & Tushman's congruence model exercised at organization-wide scale -- SFIA's Initiate/Influence responsibility.
EM-04,P6,sfia9;skelton-pais2019,Being cited externally for defining effective engineering-org design is SFIA's Set-strategy/Inspire level -- the same discipline-shaping role Skelton & Pais' own book plays for team-topology practice industry-wide.
EM-05,P1,dreyfus1980;sfia9,Tracking headcount and updating plans under direction is SFIA's Follow level and Dreyfus's novice band -- executing a plan someone else designed.
EM-05,P2,dreyfus1980;sfia9,Building a credible headcount plan for one team with normal review is SFIA's Apply level -- routine resourcing work performed independently but still checked.
EM-05,P3,cappelli2008;sfia9,"Independently planning resourcing under uncertainty and defending trade-offs is Cappelli's 'talent on demand' just-in-time forecasting discipline exercised without a backstop -- SFIA's Enable level, owning ambiguous resourcing calls."
EM-05,P4,cappelli2008;sfia9,Defining resource-planning practices others adopt and resolving cross-team allocation conflicts is Cappelli's make-versus-buy framework codified into an org-wide method -- SFIA's Ensure/Advise responsibility.
EM-05,P5,sfia9;cappelli2008,Setting org-wide resourcing strategy and anticipating future capacity demand is SFIA's Initiate/Influence level -- Cappelli's demand-forecasting principles applied at the scale the book itself targets.
EM-05,P6,sfia9;cappelli2008,Being recognized for headcount-planning best practice for the discipline is SFIA's Set-strategy/Inspire level -- the same field-defining role Cappelli's framework occupies in workforce-planning literature.
EM-06,P1,dreyfus1980;sfia9,Tracking spend and processing vendor invoices under guidance is SFIA's Follow level -- mechanical execution of someone else's budget and supplier decisions.
EM-06,P2,dreyfus1980;sfia9,"Managing a team budget and standard vendor relationships with normal review is SFIA's Apply level -- routine cases handled independently, still checked."
EM-06,P3,kraljic1983;sfia9,"Independently controlling budgets under pressure and negotiating difficult vendor terms is Kraljic's strategic/leverage supplier categories in practice -- negotiation posture set by risk and spend impact, not habit -- SFIA's Enable level."
EM-06,P4,kraljic1983;sfia9,Defining budget and vendor practices others adopt and rescuing failing vendor relationships is the Kraljic matrix applied as an org-wide sourcing method rather than a single negotiation -- SFIA's Ensure/Advise responsibility.
